respondent_id,h1n1_vaccine,seasonal_vaccine
27029,0.08127124356595102,0.29861479684803666
27030,0.12636219405299168,0.4006119522597425
27031,0.15566931104028517,0.48868825292987034
27032,0.12045620183309406,0.3642682756015163
27033,0.1327392644711111,0.610870154187095
27034,0.015610887638170982,0.3296034832196143
27035,0.12975321802640383,0.3236333822516132
27036,0.13382441818652696,0.5014662218699292
27037,0.3253381327355619,0.6176386664908655
27038,0.1440919272810876,0.10211066369979112
27039,0.4959257123745316,0.8353799567264513
27040,0.14961027240720712,0.2298622525257137
27041,0.13682257124132738,0.5627452683946326
27042,0.2207305618913762,0.5722444129898603
27043,0.2929338481663934,0.6176106844498311
27044,0.045632505497381105,0.16031610462071055
27045,0.1370007121164357,0.6705006436213586
27046,0.05183710406554202,0.1352410277493093
27047,0.42387844572178845,0.3704776847936042
27048,0.08460308745476268,0.27137468819770266
27049,0.18428409931211517,0.8989986762961197
27050,0.10894931902917743,0.6381142647021459
27051,0.15407376040864051,0.35619924067001985
27052,0.08490539752177997,0.433612776461928
27053,0.8874191514104967,0.9691194151542399
27054,0.034391716006069155,0.12880457521182984
27055,0.05481129990322647,0.5714294539336512
27056,0.049213564618749664,0.1772321188906921
27057,0.05300810517872672,0.1283174974606117
27058,0.7370681184281676,0.9107503850303437
27059,0.07337740708939607,0.2769807496350927
27060,0.04987054953176098,0.4350143790862698
27061,0.20996768249493095,0.7289511363259843
27062,0.13874695702377435,0.34198457475597566
27063,0.14379808021469023,0.4242720374086469
27064,0.21551923012150942,0.7858698802592458
27065,0.04254070621055398,0.337306664845672
27066,0.12352516175415915,0.49923310282563305
27067,0.15346978883326196,0.5507117283835364
27068,0.5414780759343766,0.8049724428638434
27069,0.30778811298075726,0.8573619993368503
27070,0.054237266490458305,0.13387213123876301
27071,0.1168115083186215,0.2179903898783675
27072,0.1251690719716978,0.5820818786358776
27073,0.06376755511930943,0.6473435425954701
27074,0.05275648857670835,0.3270843233374739
27075,0.380924083540066,0.8085128616377475
27076,0.36662886931698363,0.7812829815761267
27077,0.029320765488406682,0.07936895453808065
27078,0.10894170108919646,0.7317849632599119
27079,0.17797654292477227,0.7605419120410164
27080,0.054685347371762366,0.19200333195034125
27081,0.030045233884074995,0.5924922429381142
27082,0.05667488082535009,0.1713112377458842
27083,0.07605582672392838,0.4371650500329299
27084,0.4802893689616635,0.7643009807345391
27085,0.04015980240032231,0.028800430473347682
27086,0.1398490983416187,0.19107215998124955
27087,0.1699952636406055,0.4213574854854364
27088,0.4697947561262176,0.9099745172834033
27089,0.3624363236451594,0.5709808306223426
27090,0.09256727201751411,0.2787494679985391
27091,0.41639846399145,0.11015581105592484
27092,0.09915307594855327,0.3421915541960782
27093,0.1334696290953557,0.25560204899060013
27094,0.104253716340341,0.2794383382302653
27095,0.1534039414698546,0.6173689704012061
27096,0.020834859519106512,0.3553258048035485
27097,0.2241493683379104,0.5567502182329378
27098,0.6713451190087544,0.9106110535535862
27099,0.07585667291359917,0.36989042044647313
27100,0.022602823917297944,0.26168852964762745
27101,0.1528648793773088,0.754289618325034
27102,0.10011872260593778,0.6798558476498888
27103,0.07853136122927681,0.2523374303889214
27104,0.18953433720545748,0.5671138675527485
27105,0.025959744473133317,0.5715624462212717
27106,0.3361451986025486,0.7543272722849218
27107,0.19075178763286615,0.5405801587053882
27108,0.1609261790076038,0.45515133120642376
27109,0.15858771687428036,0.39124558159387424
27110,0.12859597740663598,0.6681098811341794
27111,0.025904771203314445,0.264004129399936
27112,0.10801569080621808,0.5791520549159748
27113,0.12966080524738663,0.3379497817874059
27114,0.15113552982904055,0.33894688111811155
27115,0.5180758418681467,0.8999369336174098
27116,0.2162400035517566,0.7503083031176097
27117,0.07980142980239023,0.137739998034348
27118,0.17183328809162873,0.517503544320755
27119,0.11638588627541009,0.44897561135783165
27120,0.33826998767764466,0.8919603648384834
27121,0.08745482794817667,0.6668316446081486
27122,0.031002633879066304,0.23742061803986314
27123,0.017475170049870453,0.0702695245821989
27124,0.013875075719766736,0.05408551790879461
27125,0.12428380470122107,0.29537891561252666
27126,0.19369550319367515,0.2704696219461982
27127,0.03341886113161997,0.09505297369028039
27128,0.13617954185286626,0.4860578312744757
27129,0.2682146265471206,0.6450353489935186
27130,0.32523231593110846,0.558921819324339
27131,0.045820870612698766,0.10473701687204634
27132,0.40987780480543995,0.8957384268705397
27133,0.08307539369274619,0.5082862887272105
27134,0.4475303965673554,0.8358926607395775
27135,0.12357632071778667,0.6395242864136265
27136,0.08956192948808521,0.4477944385533281
27137,0.047812065921250015,0.1742818699535109
27138,0.26242356490479146,0.649650343143765
27139,0.1497405986410314,0.17298844545161177
27140,0.45891974678800596,0.7787297055752096
27141,0.5621899939627597,0.8611060322939421
27142,0.08106406617598828,0.3514443088597326
27143,0.2039857084957355,0.5288380537089006
27144,0.16804314399700115,0.14103734913997074
27145,0.21231045183004887,0.4260267230090745
27146,0.4973790306634926,0.9580916383976054
27147,0.11820664394290212,0.40761073077198245
27148,0.3133370958508258,0.5424819390421234
27149,0.10220759733443159,0.23377313105618613
27150,0.3996150681567281,0.936083923186493
27151,0.2110124525026456,0.80728644692277
27152,0.09610178378433677,0.48161433818425436
27153,0.1729363617304209,0.7445728673854142
27154,0.8271588766473763,0.9559937537014155
27155,0.08328737188608601,0.6097192988247125
27156,0.053641768517463294,0.46416542842072966
27157,0.04462544034824124,0.35950310581844913
27158,0.06685900235048038,0.381761219986731
27159,0.033091908549698436,0.15279973856990023
27160,0.09048709770025443,0.19279004692979568
27161,0.140915541450736,0.4778613227640861
27162,0.36795582884420464,0.883930881002445
27163,0.27766013861136146,0.4917277150936726
27164,0.23139440435704375,0.20509007697732806
27165,0.28242944047443,0.6666606838799555
27166,0.06841916771220856,0.19808775957003008
27167,0.09333287584741098,0.6135568472632809
27168,0.10744651198604083,0.518054535087513
27169,0.377686270113555,0.6638159657408862
27170,0.21759691543482126,0.8042566377059471
27171,0.05762839261749086,0.3262299314043916
27172,0.1764629557933114,0.7988193061148232
27173,0.10032531913580774,0.42049438640332143
27174,0.01668403777631832,0.17209037622760556
27175,0.01404888303214493,0.07202225713544635
27176,0.1996086123560504,0.8229964959452517
27177,0.48469716304437455,0.8925989850502237
27178,0.18866496285676054,0.5104060495323818
27179,0.24402314784890503,0.4960495392704259
27180,0.11425802813498769,0.31804710551749665
27181,0.1251415497535817,0.646685635766012
27182,0.5840667281941724,0.9185041843913588
27183,0.07400865693825935,0.6217914951375931
27184,0.09123120257514516,0.6677695696703814
27185,0.24646495985047517,0.7437858600926597
27186,0.08350031669166896,0.6401688272909616
27187,0.07304625012438819,0.16813635058540496
27188,0.08358786686797769,0.6123967955724501
27189,0.15335757679592962,0.6623469535704821
27190,0.1140685818713748,0.6054644690108006
27191,0.4487132207679077,0.9576506080760546
27192,0.40604581561017844,0.8198266612661149
27193,0.07379291081775348,0.36793331333343676
27194,0.05047142939090661,0.3463327161293134
27195,0.05939782992180102,0.2702910839167181
27196,0.25520961309120366,0.3042401512326957
27197,0.3202379570388475,0.760888005596686
27198,0.8854437908338482,0.9788888982860566
27199,0.09773501071926985,0.25537969714892395
27200,0.1745610994604449,0.618685864404184
27201,0.8280379633193358,0.9581589093822563
27202,0.05612544113053454,0.08721845077134967
27203,0.09415845731693664,0.19444955622328944
27204,0.08597490476054882,0.1934229783460624
27205,0.17840477434499727,0.4618594068638809
27206,0.049101158140618474,0.1204495571049234
27207,0.06279040386307774,0.18762585760337525
27208,0.554864942517513,0.8477675444550877
27209,0.1702434253052346,0.3127076303048194
27210,0.18768472942137104,0.29208743821400396
27211,0.03333486831990387,0.12605427380445677
27212,0.39070279864701163,0.9055187536916115
27213,0.278192302237278,0.41258980011709195
27214,0.0640494627434121,0.17322441900653213
27215,0.197602342526393,0.5295430131196623
27216,0.16863122717706183,0.9062293377878687
27217,0.048600578090118585,0.14870119015392458
27218,0.6309036547079916,0.9225267713575426
27219,0.37748316884601524,0.6177424812812157
27220,0.06253299358791117,0.48095982115583863
27221,0.07699534340018571,0.37167113529437024
27222,0.16415132963687948,0.5498604011284411
27223,0.17316122821484872,0.504014208769489
27224,0.14656704414972058,0.6828307331259111
27225,0.14573381749258163,0.24133113366460332
27226,0.043726580700545976,0.3610179527303774
27227,0.08841800040047479,0.31125137834616756
27228,0.48686400344912173,0.9138554401098195
27229,0.6129385567143615,0.8839325604511288
27230,0.24602532329651894,0.8950104854008527
27231,0.08752951918116243,0.6028104566107785
27232,0.04287845221449137,0.46187121782455587
27233,0.08413665846522397,0.08674568839520605
27234,0.04881564513883534,0.04185041690721403
27235,0.40979554364151616,0.8549480908622566
27236,0.16796896096517766,0.8052531071612657
27237,0.11699188874607437,0.4092955872768866
27238,0.1304009619217167,0.4561244333958195
27239,0.07368312108070071,0.10291326303843751
27240,0.0916154160419668,0.47062073922519554
27241,0.18437355682571302,0.44783172877156585
27242,0.12769848289160257,0.5154068252201448
27243,0.014258658121085087,0.06399302448816832
27244,0.06943214957128462,0.1945125927895882
27245,0.14771494322459178,0.6293358777325624
27246,0.6541407606172863,0.9204398803406435
27247,0.37529210585745576,0.8933150779308175
27248,0.10229637055497823,0.6672295795689158
27249,0.04175036972808327,0.48268127907112346
27250,0.07309245926130961,0.25335394671530226
27251,0.09695245736052849,0.3222757816560003
27252,0.3481070595697018,0.6982546507423929
27253,0.22863923918083642,0.8760642790011519
27254,0.6977318515295152,0.9006529660153437
27255,0.143690651349021,0.3040117844096578
27256,0.5575507662466126,0.9575925701701838
27257,0.27230491319688305,0.4920597227166979
27258,0.1652765194712434,0.42229118994043113
27259,0.3031201102606643,0.7658494853402946
27260,0.21715571795511895,0.7778376649251186
27261,0.18369371862585862,0.7178379297991887
27262,0.33081808846424393,0.7620649877500402
27263,0.06429381736268083,0.2549460824555201
27264,0.18738542077930417,0.23658067955969111
27265,0.10327726347992666,0.12271988070303902
27266,0.05441925318688878,0.3671471959944671
27267,0.17047285923431824,0.7318462499461321
27268,0.007858835892670033,0.12082183030043239
27269,0.18280322583535072,0.529249690180145
27270,0.04097333703839359,0.12566565348658756
27271,0.06216153125362662,0.40378971758238985
27272,0.025818473112172034,0.28179139240838386
27273,0.018194194708621145,0.08380167226737528
27274,0.24581080255797957,0.6071334949317292
27275,0.10943541985072856,0.27468720716286354
27276,0.13107816189522167,0.6434675771338216
27277,0.16587945289030814,0.7083797567336055
27278,0.09220833660298296,0.4521712016149327
27279,0.09743332399830483,0.2562798236410269
27280,0.26232251197297735,0.43651891385140973
27281,0.05037535028635724,0.2803211615255693
27282,0.09821095077020077,0.6895247315908883
27283,0.10770654578774089,0.32511244750152424
27284,0.0520396166341435,0.12982024672722997
27285,0.06780061488056398,0.29248190465393537
27286,0.31205583406682796,0.5711168873570499
27287,0.14970130624982636,0.4301334119198767
27288,0.085438909896007,0.34371849586875886
27289,0.2633645351758659,0.51372681417701
27290,0.021545374346209137,0.1355273789325726
27291,0.42703351263583544,0.7180789521397718
27292,0.10921013719985917,0.40968199882105616
27293,0.16793934086265994,0.8674330364453499
27294,0.026349823020023814,0.0898682967199327
27295,0.3294895769501461,0.9110723240501393
27296,0.05783442721447662,0.37291771131835627
27297,0.06773792793037761,0.4737717043535517
27298,0.032367457513115414,0.2307663484525812
27299,0.21753577442145083,0.7267236226016368
27300,0.35874838912614926,0.9253721636000624
27301,0.07157862230591093,0.2342775639504208
27302,0.15739240973744104,0.6490560355576243
27303,0.05091701775778927,0.39382649281344617
27304,0.1539084448692552,0.8602525978015145
27305,0.016318831145398963,0.04128763947768394
27306,0.35880353399464443,0.7739929961348027
27307,0.28268144519761784,0.5679939572171582
27308,0.022462857428656367,0.1459332241693554
27309,0.5688529373385899,0.9496414542284257
27310,0.09787691051547692,0.22423120448600126
27311,0.01734059460780951,0.05260734708614933
27312,0.15004807061640407,0.5837165270839151
27313,0.04817749922718397,0.1363322539430559
27314,0.055919799198845134,0.09565722309764783
27315,0.14333757000952999,0.418287678268388
27316,0.2790674824499715,0.6926462953827206
27317,0.15410821624880483,0.3616225304710218
27318,0.20535764709362697,0.23903843178179415
27319,0.25187589984373143,0.7750601269046326
27320,0.17785955287265132,0.45769634350856025
27321,0.20731737125906277,0.816836260915441
27322,0.4713661391719456,0.2432226992112437
27323,0.2291073889979434,0.43414594096175535
27324,0.23893252941698798,0.5334119695972671
27325,0.7186943964128913,0.9274662004797106
27326,0.07915415782715336,0.5833755417132377
27327,0.09350152388656188,0.5097237376499869
27328,0.07542000086577158,0.3030393924312309
27329,0.030289181754859094,0.1374720657561384
27330,0.13196904437303394,0.6226724890122767
27331,0.12603750703389519,0.3433466602600511
27332,0.3370622251565679,0.8887454219770757
27333,0.4224115558487715,0.6708090358330692
27334,0.07933976894801806,0.07871944028742597
27335,0.08024933460922118,0.11213695213151578
27336,0.05357427531332805,0.15270830269071486
27337,0.08999859538680191,0.6197849111433406
27338,0.09423144726572029,0.26077357712114
27339,0.14161688010753046,0.28683100829994035
27340,0.08934734934812394,0.3544125241163103
27341,0.37664337117664853,0.8349090033816918
27342,0.09410867366550743,0.4576730763606022
27343,0.04256589629240974,0.1328176427636365
27344,0.20290355918578162,0.3976547016898076
27345,0.07361555472714362,0.3311273868116311
27346,0.5980232887276291,0.9407962418975558
27347,0.6549775204128656,0.9120758435827205
27348,0.1387546877015661,0.3591547026287988
27349,0.09076644589942746,0.2610872442935654
27350,0.2414248125843727,0.8184728370670753
27351,0.6885692921118142,0.7501111986058853
27352,0.10366056037369183,0.29243066250151883
27353,0.07127705165253448,0.42573535572521215
27354,0.1959439604134742,0.5459217240030961
27355,0.02905056580329697,0.10064075104991897
27356,0.2415568338949786,0.7017376339378887
27357,0.14047519114108054,0.36915316652628305
27358,0.31482019274456463,0.8100895467781668
27359,0.1268055042348702,0.4879448455123742
27360,0.1032647735390923,0.548021238185742
27361,0.20893448068777964,0.9160803301884234
27362,0.09357534458979223,0.33309410536147727
27363,0.06972311811071065,0.16520217453768626
27364,0.28046729141150895,0.7567472339806575
27365,0.27164945941494867,0.7260115671434133
27366,0.47064320584369823,0.5889427336872707
27367,0.15999374763152513,0.6709931429450591
27368,0.16005271106428406,0.5919411540073279
27369,0.03916641297512342,0.06092384555353283
27370,0.13432859360783708,0.887913063814469
27371,0.21785633729990542,0.3636786174651513
27372,0.05726377417718517,0.21481134920620534
27373,0.21953506317142774,0.44009289824996206
